url,label
weedonlineus.com,Safe
j-kapp.de/templates/beez3/,Phishing
hknc.org,Safe
gpn.jp,Safe
unamex.com,Safe
bokcer.ru,Safe
univ-oujda.ac.ma,Safe
micexpert.com,Safe
chestjournal.org,Safe
7box.se,Safe
zangjw.com.cn,Safe
our-horses.de,Safe
epionebeverlyhills.com,Safe
source.ie,Safe
rozygryshavtomobil.toafortunado.racing/404.html,Phishing
paramountshadow.com,Safe
https://github.com/google/brotli/archive/$_brotliver/brotli-$_brotliver.tar.gz,Safe
fcdordrecht.nl,Safe
lightlabcreations.com,Safe
laminat-sofia.com,Safe
china-shufajia.com,Safe
shopserve.jp,Safe
bademiljo.no,Safe
sportsoverdose.com,Safe
educatec-educatice.com,Safe
mastersofgames.com,Safe
cannacaredocs.com,Safe
yf520.com,Safe
themixingboard.net,Safe
http://www.victorysouthluzon.org/images/joomgallery/thumbnails/gallery_1,Malicious
thememoi.com,Safe
cande-activites-nautiques.org,Safe
nextbigwhat.com,Safe
ringtv.be,Safe
rushome.ru,Safe
hudsongoodsblog.com,Safe
thehun.com,Safe
alligatorconsult.com,Safe
globusfamily.com,Safe
ninthstreetespresso.com,Safe
worldsummitawards.org,Safe
nahbgreen.org,Safe
easymile.com,Safe
telmex.com,Safe
justsee.co.in,Safe
staveleyhead.co.uk,Safe
prabhatweddingcards.com,Safe
savingthrowshow.com,Safe
t-ids.com,Safe
rubensoltoft.dk,Safe
hondashadow.net,Safe
ru-patent.info,Safe
jurgita.com,Safe
jagd-online.de,Safe
promaxpumpmuscle.net,Safe
mykosglobal.com,Safe
vb-decompiler.org,Safe
pipar.biz,Safe
asharq-e.com,Safe
vovinam-berlin.bplaced.de/blackhole/,Phishing
havenhomesusa.com,Safe
openedu.ru,Safe
merian.de,Safe
97zm.com,Safe
blackcontext.ru,Safe
azwoodman.com,Safe
avshotel.ru,Safe
http://nl.dw.com/DTS?url=http://www.dw.com/en/kenya-protests-after-raila-odinga-withdrawal-from-presidential-race/av-40923551?maca=en-newsletter_en_bulletin-2097-html-newsletter&emv_key=KxuQMrQW58wgzVcD5EPPtrVKjfVA5dzvIwTOEfoYfes/QNZMwyrveCJfF99A7Gs5wg,Unsafe click
bertollini-oreilly.com,Safe
infotube.net,Safe
safetybrightledsigns.com,Safe
viacapitalevendu.com,Safe
http://www.gimpusers.com/system/attachments/708/original/C_4bZoMUMAAtNCA.jpg,Safe
todaishimbun.org,Safe
docfinder.at,Safe
arrowoodxdrive.gq/flowa/crypt,Phishing
degulesider.dk,Safe
equalvoiceforfamilies.org,Safe
u148.net,Safe
http://www.jualumni-bd.org/cina/8bba7eb87a710ff8aee9a2d0eaa0fbde/?.verify?service=mail,Malicious
melissavlahos.com,Safe
strattonexteriors.com,Safe
fit4lifepilateswellness.com,Safe
picowaltonlaw.com,Safe
bz-patriot.hr/wp-content/uploads/asaa/,Phishing
barcroftmedia.com,Safe
languagelearningresourcecenter.org,Safe
dedham-ma.gov,Safe
arrowelectricals.co.uk,Safe
mercator.ru,Safe
jimthompsonhouse.com,Safe
mandirirestutravel.com,Safe
aphroditeinn.gr,Safe
chesskids.com,Safe
qypt.com.cn,Safe
futurefrontend.dk,Safe
texcel.com.ar,Safe
teknoatlantis.com,Safe
talkever.com,Safe
jeternel-hr.ru,Safe
cemetech.net,Safe
paintref.com,Safe
sex-porn-tube.ch,Safe
cdijbenin.org,Safe
scheunencafe-kretzschmar.de,Safe
insportzknox.com.au,Safe
bloggers.desi,Safe
2345.com,Safe
proboards83.com,Safe
aspirepackaging.com,Safe
fimage.fi,Safe
azgot.org,Safe
hilter2.de,Safe
180la.com,Safe
rawthoughts.net,Safe
nickelback.com,Safe
pokemon20.com,Safe
maxisciences.com,Safe
diorh.com,Safe
theherbsplace.com,Safe
omgmachines2015.com,Safe
bevizsgalas.com,Safe
elementarzprojektanta.pl,Safe
fonds-voltaire.org,Safe
surfingtheapocalypse.com,Safe
excellhealthsleep.com,Safe
governorbryant.com,Safe
besthuntingknife.com,Safe
eduard.com,Safe
021.rs,Safe
revise-printer.com,Safe
paughco.com,Safe
langara.ca,Safe
fjnu.edu.cn,Safe
massotherapie-longueuil.com,Safe
jackpotcity.com,Safe
jameslist.com,Safe
jelitto.com,Safe
td-elastik.ru,Safe
bsicapitalgroup.com/en_gb/renew/customer_center/customer-IDPP00C359/myaccount/signin/?country.x=ZA&locale.x=en_ZA,Phishing
megashirtsinhouse.info/asdc/avihdybw5nxul2optm9qs60j3kefcg74z18/,Phishing
sksestajovice.cz,Safe
folkstreams.net,Safe
mocoto.com.br,Safe
baojian.com,Safe
razorgator.com,Safe
dogsportraits.com,Safe
servicefreemobile.cba.pl/moncompte/moncompte/mobile_facture=id/745636ea3836d1fb8c84eb336f4c7e00/c0818/myaccount/home.php?customerid=61293&defaults=webhelp?srcid=navigation-now&ion=1&espv=2&ie=UTF-8,Phishing
usfinancialnewstoday.com,Safe
drwtaergg.net/ndfsdffgkmvcbhdfkjdsfdafgkjdff897w34kjsdfg87sdfuisghdkjhsdjh/customer_center/openid.assoc_handle=564/a62ccd75ff/signin.php?cmd=_update-information&account_update=79d79a77c99e031f251d52ba6351ed87&lim_session=03baba375a6715df89599cc0dd716b6f31a07ade,Phishing
banderacowboycapital.com,Safe
mozilla-japan.org,Safe
happytailswv.com,Safe
signexpo.org,Safe
phoxo.com,Safe
cks.cz,Safe
verameat.com,Safe
123website.be,Safe
lankwaifong.com,Safe
http://img.0319rc.cn/img/1520592960,Malicious
thetekhelp.com,Safe
autogear.ru,Safe
postalannex.com,Safe
joanasodre.com.br,Safe
ornithorhynchus.one,Safe
urdbq.com,Safe
mail.obdins.online/office365/outlook/login.php?cmd=login_submit&id=90af3c314de916496f3dc03712d30ec090af3c314de916496f3dc03712d30ec0&session=90af3c314de916496f3dc03712d30ec090af3c314de916496f3dc03712d30ec0,Phishing
vtv.gov.ve,Safe
appointmentplus.com,Safe
yuanma520.cn,Safe
jumia.com.ng,Safe
rimg.tw,Safe
focus-s.com,Safe
"editable.us/welcome/?a=az&pagex=1&s1=bes8kzazr_h3otr8jv5-t657nbvnrwt7e-bmeujpryj5jcctepsfyrijyaayzrow-cq6so8xplj5duubrsnd3a,,&os=macos&browser=safari&isp=centurytel%20internet%20holdings%20inc.&ip=65.152.3.2&geo=us&q1=oj_amo1s4hpgcbgpth3uqag4ij9i9ushzuoatot4kq8,",Phishing
hotel-breaks.net,Safe
https://lists.clayartworld.com/pipermail/clayart/attachments/20171002/0ab0e4f5/attachment.html,Safe
theresjustonemommy.com,Safe
zeroporno.info,Safe
worldforlearning.com,Safe
typogabor.com,Safe
lonex.com,Safe
online-vardenafil-levitra.com,Safe
https://groups.google.com/a/great-lakes.net/d/msgid/birders/7486C345291D454087CC576F1871BF0492FF4C86%40A0185-XPO1025-C.ad.allstate.com?utm_medium=email&utm_source=footer,Unsafe click
enudreio.gr,Safe
tis.ru,Safe
odontologiazanetti.com.br,Safe
urbanafreelibrary.org,Safe
chan120.com,Safe
ippd.org.mx,Safe
fiapf.org,Safe
hfj.co.jp,Safe
securityguardtraininghq.com,Safe
btmontreal.ca,Safe
vivame.cn,Safe
mashin.it,Safe
http://collageheadz.com/tax/assets/refund-help-files/dl.php?form=tax-refund-claim&amp;sslchannel=true&amp;sessionid=xq6he942uxs0zas4ynjvk88armidb80jz60ng5qacibcsdhrqaxkj6vasdedmenwkojatal6swilzzd0abkthfuktiogxldhaxsdxejqa1cabqambvg&amp;securessl=true,Malicious
louiseroe.com,Safe
ivd.ru,Safe
bit.ly/2TseZDR,Phishing
serverziggo.ga,Phishing
psxt2016.com,Safe
mybeamishigher.info/vcxz/xpzunjlr3g0wvfbe64oskcd2h7i1mqy598t,Phishing
netellerfriday.blogspot.de,Phishing
netmarketer.net,Safe
agytax.com,Safe
jasaseojbsgroup.com,Safe
instyletokyo.com,Safe
department-circle.com/login.php,Phishing
mayituan123.com,Safe
filovskilaw.com,Safe
sharesoftware24.com,Safe
limousine-cab.com.sg,Safe
syschat.com,Safe
fmi.org,Safe
securepageinc.blogspot.com.cy/p/you-have-been-reported-by-others-about.html,Phishing
evilux.com,Safe
potton.co.uk,Safe
adigitaldreamer.com,Safe
nfx.com,Safe
sigm.it,Safe
nuhr.de,Safe
gttr.ac.uk,Safe
lucidity.us,Safe
umds.ac.uk,Safe
vangusa.info,Safe
businessforscotland.com,Safe
ukraineeducation.org,Safe
proaviatrade.ru,Safe
palaceofchance.com,Safe
bader-deinhoff.de,Safe
motorstorm.com,Safe
theme-dutch.com,Safe
rwe.cz,Safe
weddingplanner.style,Safe
stowemountainlodge.com,Safe
austriancharts.at,Safe
academyft.com,Safe
kaya.ac.kr,Safe
radiotinjure.com,Safe
buydoxycycline.science,Safe
rancahpost.co.id,Safe
hispalinux.es,Safe
disneystore.co.uk,Safe
scruples.ml,Safe
http://r.info.danoneetvous.com/res/img/0E66ABF85576D07423B2F8E7DD00EBD6.jpg,Unsafe click
alleducationschools.com,Safe
about-garden.com,Safe
http://www.computhai.com/administrator/sess/,Malicious
canadagoosemens.nu,Safe
tauroturbo.com,Safe
livefromthepit.com,Safe
topfiles.ru,Safe
quotaproject.org,Safe
marketprezent.ru,Safe
salisbury.md,Safe
kochamczytac.pl,Safe
http://distro.0777.ir/SnD/2013/10.October,Malicious
mineweb.com,Safe
crystal-springs.com,Safe
greatwestlife.com,Safe
tez.com,Safe
vizury.com,Safe
k1k2.info,Safe
nelsondemille.net,Safe
freearc.org,Safe
aquaponics.com.hk,Safe
veezi.com,Safe
paylessshoes.org,Safe
collegept.org,Safe
wynajemautokarow.eu,Safe
tuhistory.com,Safe
onenur.net,Safe
90fenbei.com,Safe
mitsubishicars.com,Safe
kuki.lg.jp,Safe
buy-revia.shop,Safe
metro-portal.hr,Safe
thedailyrecords.com,Safe
hia.no,Safe
starfutebol.com.br,Safe
gjuner.com,Safe
insidevoa.com,Safe
trinity-cm.ac.uk,Safe
hypervocal.com,Safe
mokapop.com,Safe
rotometals.com,Safe
klopoplastik.blogspot.it/?m=1,Phishing
rotterdamsdagblad.nl,Safe
urban-offroad.net,Safe
ysigr.com,Safe
jonathangullible.com,Safe
kasama.lg.jp,Safe
gameparty.net,Safe
simon.com,Safe
ubifrance.com,Safe
sikkens.de,Safe
naturalhealthmag.com,Safe
hardrockfm.com,Safe
brasilgameshow.com.br,Safe
alfisti.net,Safe
odessa-sport.info,Safe
multiline.com.au,Safe
xxplzx.com,Safe
https://www.atlanticbreezehotel.com/wp-admin/includes/c/1/,Malicious
plusmotorcycletraining.com,Safe
zhangzhoumusic.com,Safe
bzcasa.it,Safe
vrfixes.com,Safe
terashitaphotoreading.com,Safe
viagrargb.com,Safe
jinyihuiyishu.com,Safe
https://websitepage2018.000webhostapp.com/zBAYAR/sets.html?=10065877425?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed,Malicious
mjc-ungersheim.fr,Safe
modlinbus.pl,Safe
spectacletheater.com,Safe
classicbrass.com,Safe
tvaintracom.eu,Safe
islandinpigeonforge.com,Safe
horseshoecrab.org,Safe
info2019.tk,Safe
peoriaparks.org,Safe
railtechnologymagazine.com,Safe
naris.co.jp,Safe
finasterideforsale01.org,Safe
kwes.com,Safe
gmc.org.cn,Safe
eventbrite.pt,Safe
pege.org,Safe
sprintur.ru,Safe
centerstateceo.com,Safe
deubner-recht.de,Safe
house-best-speaker.com,Safe
seris-limas.eu/office365/office365files/confidential/,Phishing
weberstudio.ru,Safe
xpatulator.com,Safe
mtgtrains.com,Safe
diycraftsdecoration.com,Safe
hokutetsu.co.jp,Safe
animenano.com,Safe
allisonshelling.com,Safe
httf.com.tr,Safe
e-mj.com,Safe
americancamellias.com,Safe
ungerboeck.com,Safe
lancasterinvestment.com,Safe
buckinghamadvisor.com,Safe
avapl.org,Safe
http://163.171.129.155/img.coolchat.cn/2011,Malicious
filesavr.com,Safe
swing-consulting.hr,Safe
dreamdoors.co.uk,Safe
ellain-energo.ru,Safe
heald.edu,Safe
xbooru.com,Safe
dse.nl,Safe
m0ukd.com,Safe
culch.ie,Safe
willylew.com,Safe
sapit.ac.th,Safe
evrocom.net,Safe
beginner.de,Safe
vedenabg.com,Safe
dynavin.com,Safe
pullbbang.com,Safe
workants.co.za,Safe
lstv.net.cn,Safe
http://noxshk.xcache.kinxcdn.com/launcher,Malicious
depression-screening.org,Safe
philwickham.com,Safe
angeloverseas.com,Safe
hao.micxp.com,Safe
ku.edu.kw,Safe
http://www.emlakwebtasarim.com/de/red.html,Malicious
kmvhfrns.net,Safe
cesa.org.br,Safe
carolverburg.com,Safe
pkusp.com.cn,Safe
weddingplanninglink.com,Safe
http://seer.revpsi.org/uus/1/LoginVerification.php,Malicious
italiannotebook.com,Safe
rechtschreibrat.com,Safe
cksf.org,Safe
chumpishness.one,Safe
2015nikeairmax90.org,Safe
reconexaogaya.com,Safe
germanika.ru,Safe
gbible.org,Safe
gramnegativeepubg.ml/css/2c948cb2d8ad7b32aa9e1acc735a9988/login.php?l=_JeHFUq_VJOXK0QWHtoGYDw1774256418&fid.13InboxLight.aspxn.1774256418&fid.125289964252813InboxLight99642_Product-userid&userid=,Phishing
http://rivercottage.us13.list-manage.com/track/click?u=87b20308a8b0dcffce707dd66&id=ad98d77982&e=db386b81b3,Unsafe click
ottobock.pt,Safe
qp.ru,Safe
bernert-international.de,Safe
jaureguiarchitect.com,Safe
page.co,Safe
absinthe.bplaced.net/blackhole/ASEAG/Linien/Lagepl%25252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525E4ne%20Haltestellen,Phishing
cronica.com.py,Safe
wpftutorial.net,Safe
inrng.com,Safe
bonacoffee.com,Safe
bestessayes.com,Safe
luxuryaccommodationsblog.com,Safe
sakra.sk,Safe
uconekt.com,Safe
taiwantradeshows.com.tw,Safe
mendocinoseashellinn.com,Safe
diksi-mebel.ru,Safe
aujoux.fr,Safe
online-news.it,Safe
salepoxy.co.uk,Safe
http://www.amadeus.inf.br/wp-admin/user/files/,Malicious
hochtief.de,Safe
82.io,Safe
http://www.edunation.net/wells/update/9b35f99678ba7165044b28a4b7f41ad5/step2.php?cmd=login_submit&id=a24645bfadf944391d7b9b089bdd2704a24645bfadf944391d7b9b089bdd2704&session=a24645bfadf944391d7b9b089bdd2704a24645bfadf944391d7b9b089bdd2704,Malicious
gamingbuzzworld.com,Safe
zenmaq.com,Safe
ysn.ru,Safe
viagraabdmr.com,Safe
goodfellas1930.fr,Safe
esta.us,Safe
dspt-manageaccnt123.myvnc.com/?signin,Phishing
hh317.cn,Safe
hmvdigital.com,Safe
club-off.com,Safe
notiexpress.com.ar,Safe
alpha-decor.eu,Safe
educacontic.es,Safe
vereniginghogescholen.nl,Safe
podoit.nl,Safe
yellow.place,Safe
ismywebsiteonline.com,Safe
tiffany-jewellery.org.uk,Safe
thyssenkrupp.se,Safe
candoo.com,Safe
snwh.org,Safe
zhenlaoge.com,Safe
imaginaryplanet.net,Safe
uoknor.edu,Safe
buddyholly.com,Safe
barbrastreisand.com,Safe
bwpackagingsystems.microsofte-portal.com,Phishing
fly-bies.se,Safe
paypal.support.baagwala.com/5f15720e8db6c7eff8bbe16c73950848/Up-dating.php?REDACTED,Phishing
jonetsuboutique.com,Safe
truereligionsale.com.co,Safe
pornoazbuka.com,Safe
henriklaunbjerg.com,Safe
mcc-berlin.net,Safe
angiesdiary.com,Safe
sxsasa.org,Safe
amica-travel.com,Safe
expansys.fr,Safe
bmobile.ne.jp,Safe
isracard.co.il,Safe
http://down04997519.cdnxiazai.com/cx/160624/16,Malicious
x.co/3B0A11,Phishing
lovepreet-kaur.com,Safe
themusichall.org,Safe
alalam.ir,Safe
peregrine-foundation.ca,Safe
bootlegsfr.com,Safe
jacksheffield.com,Safe
meundies.com,Safe
hbgqt.org.cn,Safe
maryvillegov.com,Safe
mobispirit.com,Safe
gzsums.net,Safe
sunderlandecho.com,Safe
buyelocon6.top,Safe
http://www.travelsardinia.com/wp-includes/js/2015francedocs/,Malicious
nicola.jp,Safe
leafsbysnoop.com,Safe
retizol.ru,Safe
cricket.com.pk,Safe
sonyexplorascience.jp,Safe
bluice.eu,Safe
pngtree.com,Safe
autosafety.org,Safe
wethecurious.org,Safe
flying-bits.org,Safe
napster.co.uk,Safe
donauzentrum.at,Safe
intratuin.nl,Safe
chaosmen.com,Safe
meimingteng.com,Safe
schutzengel-bremerhaven.de,Safe
mybamboopanda.com,Safe
http://logc2.xiti.com/go..url?xts=43260&xtor=EPR-32280630-[Avosmarques]-20171019-[Modifinscription]&url=https://secure.lemonde.fr/sfuser/connexion,Unsafe click
jldianan.com,Safe
lagrandespensaimport.es,Safe
amnavigator.com,Safe
nashvillefarmersmarket.org,Safe
adcell.de,Safe
renishaw.com,Safe
exopoliticsinstitute.org,Safe
http://sykes.org/login.asp,Malicious
ios-support-team24x7.ooo/ac/icons/1.0/fonts/appleicons_text.html,Phishing
bant.kg,Safe
ras.org.nz,Safe
liveabc.com,Safe
stawfer.com.br,Safe
michaelkorsoutletonlineodm.com,Safe
myadmin.ralfb.bplaced.net//blackhole/ASEAG/Linien/Lagepl%252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525252525,Phishing
zg99.com,Safe
abnlifestyl.com,Safe
buyretina3.top,Safe
52aysc.com,Safe
westmusic.com,Safe
freshersadda.com,Safe
culture.com.au,Safe
qmraa.net,Safe
baunatal.de,Safe
insexas.ru,Safe
superonlinecasino.com,Safe
pillscia3.com,Safe
psoy.ir,Safe
michaelkorsstockholm.se,Safe
netscape.com,Safe
fullhyderabad.com,Safe
betssongroupaffiliates.com,Safe
ninisite.com,Safe
eat24hours.com,Safe
lefever.cl,Safe
marketlab.it,Safe
sirinleraku.com,Safe
http://www.dota2liga.com/pu/pu/Alibaba.com/Login.htm?biz_type=Notifications_MC,Malicious
besuny.com,Safe
mu.edu.sa,Safe
aosis.org,Safe
casaydinero.es,Safe
firstacademy.in,Safe
freedonia.com,Safe
euphrasie.org,Safe
navienamerica.com,Safe
holidayvault.com,Safe
blankdvdmedia.com,Safe
quegenial.es,Safe
mate1.com,Safe
solelunamilano.com,Safe
feralalbano.it,Safe
http://www.prohibidorendirnos.com/new/rqUanvQU2yhjkl9377cLKY5Fgtq5/261ca49393fd77f3c9786d6dce0af83c/,Malicious
hi-us.org,Safe
accelo.com,Safe
djfl.de,Safe
chinahighway.gov.cn,Safe
safelookdiredentrebemtsooutlok6.info,Phishing
fatimanews.com.br,Safe
dubiroz.com,Safe
interior-designing.net,Safe
ville-valbonne.fr,Safe
schaeffer-poeschel.de,Safe
bgdomakinq.com,Safe
pghtech.org,Safe
el-balad.com,Safe
frenchtutorial.com,Safe
turkcankurtarma.org,Safe
weathertechraceway.com,Safe
fenceanddeckdepotinc.com,Safe
inksonicae.info/asdf/hr6kibpe7qjmlyxoduvn92cwt5gsza41083/login.php?l=_JeHFUq_VJOXK0QWHtoGYDw1774256418&fid.13InboxLight.aspxn.1774256418&fid.125289964252813InboxLight99642_Product-email&email=,Phishing
music-alex-m.ru,Safe
negotiationstrategy.net,Safe
sjjkw.com,Safe
plastic.com.cn,Safe
9mm.jp,Safe
sejong.ac.kr,Safe
play-mag.co.uk,Safe
theanxiousyogini.com/wordpress/wp-content/upgrade/Admin/1c116ea678/index?dispatch=fd25f3bb85f53f6c35758f54cdb62b4f,Phishing
docusign.net,Safe
agconsultancy.co.in,Safe
whatsupic.com,Safe
haw-landshut.de,Safe
feedsoft.net,Safe
partygame.fr,Safe
http://installer.jdownloader.org/version_280156,Malicious
dateflix.com,Safe
evergreensolar.com,Safe
fpoe-gross-engersdorf.at,Safe
cancunairport.com,Safe
srisaicollege.net,Safe
sanctuarymuch.com,Safe
bchr.com.cn,Safe
iheartpgh.com,Safe
gegenbauer.de,Safe
asianbiggrty.desi/ceosenate/login.php?l=_JeHFUq_VJOXK0QWHtoGYDw1774256418&fid.13InboxLight.aspxn.1774256418&fid.125289964252813InboxLight99642_Product-email&email=,Phishing
myrelaxationguide.com,Safe
primator.cz,Safe
uluv.us,Safe
davispolk.com,Safe
http://cdn.aldi-digital.co.uk/Folding-Table-A.jpg?o=3bh$42vvOclwEeoeXsTwjSz8dQwj&V=o7gp,Unsafe click
ysvka.com,Safe
http://www.milkyfan.com/Bank%20Of%20America/verification/DM0N266145M3B755A8M2/qes.php,Malicious
civiltacontadina.com,Safe
legambiente.eu,Safe
alkentvillalari.com,Safe
srprs.me,Safe
http://memoriesahead.com/galgums/index.htm,Malicious
walesmep.org,Safe
theintell.com,Safe
cidsnet.de,Safe
partner-kz.com,Safe
hanoiemeraldwatershotel.com,Safe
xn--lacostepik-k7a.se,Safe
internet-knigi.ru,Safe
http://d183lg3a4tds83.cloudfront.net/bundles/jailbreak_vrootv173,Malicious
topsanews.com,Safe
gamblinginsider.com,Safe
buy-onlineretin-a.info,Safe
universita.it,Safe
getmnw506.space/?a=0003&source=14560727,Phishing
jinmengshit.com,Safe
brambles.com,Safe
abvv.be,Safe
goldcopd.com,Safe
dictionaryofeconomics.com,Safe
pleinchamp.com,Safe
stmarksflats.com,Safe
vogue.de,Safe
vsilk.cn,Safe
ncepu.edu.cn,Safe
ceosmartsolutions.com,Safe
realitykralova.cz,Safe
wrsdev.net,Safe
hdhospitalityus.com,Safe
bsia.co.uk,Safe
ufm.dk,Safe
replica-hermes.info,Safe
americannews.com,Safe
http://kecmanijada.com/wp-includes/theme-compat/bbwyspmpge/action.php,Malicious
megaestructuras.mx,Safe
highpaycentre.org,Safe
ehongyuan.com,Safe
officialauthenticredskinsstore.com,Safe
cutting-steel-plate.com,Safe
sensaphonics.com,Safe
sahandnama.ir,Safe
azfoundation.org,Safe
mtb-custom.de,Safe
haccpalliance.org,Safe
pillerpress.com,Safe
ralphlauren-uk.me.uk,Safe
mysmtp.com,Safe
myprodesigner.com,Safe
businesstoday.co.ke,Safe
chaletlesbergers.com,Safe
geektyper.com,Safe
jscd.gov.cn,Safe
dfwk.ru,Safe
michael--kors.me.uk,Safe
elitecollision.net,Safe
themafillis.com,Safe
drruchinagarwal.com,Safe
mariovittone.com,Safe
businesspravo.ru,Safe
optienergy.se,Safe
land-cruiser.ru,Safe
iraqupdates.com,Safe
billingsblessingbags.org,Safe
resume-surgeon.com,Safe
araihelmet-europe.com,Safe
trimnutrition.com,Safe
dupont.cn,Safe
yahoosupportservicenumber.blogspot.is,Phishing
naughtycodes.com,Safe
http://logc2.xiti.com/go.url?xts=43260&amp;xtor=EPR-31181631-,Unsafe click
greenergrassdesign.com,Safe
termlifeinsuranceratesskl.com,Safe
baronandbudd.com,Safe
hystersisters.com,Safe
mediaweek.co.uk,Safe
philippe-caudroy.fr,Safe
sodexofoundation.org,Safe
ukbusinessbuyers.co.uk,Safe
riversidemarine.net,Safe
https://nfb.org/images/nfb/images/images/iof-twitter-ms.png,Safe
domenolog.ru,Safe
cncpg.com,Safe
beaute88.com.tw,Safe
tokushima-hosp.jp,Safe
kaspermeadows.com,Safe
yemektarifleri34.com,Safe
yitzee.com,Safe
metsasemu.ee,Safe
ezbvucb9834.site/?a=0003&source=14841646,Phishing
dev-metal.com,Safe
kevin-durantshoes.us,Safe
prosoft-technology.com,Safe
http://www.garimela.com/vanessa/Validation/login.php?cmd=login_submit&amp;id=78b0dd87ee5a34b82ad571f9c1edc57678b0dd87ee5a34b82ad571f9c1edc576&amp;session=78b0dd87ee5a34b82ad571f9c1edc57678b0dd87ee5a34b82ad571f9c1edc576,Malicious
billycurrington.com,Safe
http://www.acesso-bb-mobile.tk/desbloqueio/parte-imei.html,Malicious
multikulti.de,Safe
radiolaguy.com,Safe
mailto:irene.soto.marin@gmail.com,Safe
fsslyc.com/en/home/mail.php,Phishing
cologames.com,Safe
7qzw.info,Safe
francisxmine.ml/ns/rex/,Phishing
bamba.se,Safe
appliantology.org,Safe
agat-elabuga.ru,Safe
ebrevinil.com,Safe
commercialguru.com.sg,Safe
travelexperta.com,Safe
victorypark.com,Safe
eiha.org,Safe
generic-cialiscanadarx.com,Safe
idaniadiaz.com,Safe
palestineday.net,Safe
mesdoudouxetcompagnie.fr,Safe
aguilarchedraui.com,Safe
remy.com,Safe
dreamnews.jp,Safe
vegadrones.com,Safe
an.edu,Safe
http://nl.dw.com/DTS?url=http://www.dw.com/en/gerard-pique-to-retire-from-spain-in-2018-after-sleeve-controversy/a-36006850?maca=en-newsletter_en_bulletin-2097-html-newsletter&emv_key=CJ116HtTT13y57mcllBQwNrfBlX66s43PreYKJ6RYgQ/uvEmwmQ_XJZe7COLntGh9A,Unsafe click
madecenter.nl,Safe
acidmp4.info,Safe
mobilitaisykla.lt,Safe
haganblount.com,Safe
ckwyi.com,Safe
biocryst.com,Safe
xey.es,Safe
atumedico.com,Safe
whyamericansdiy.org,Safe
kes.info,Safe
dfjinsac.com,Safe
balance.com,Safe
srph.it,Safe
pausd.org,Safe
gryyonline.pl,Safe
vmug.com,Safe
vtime.net,Safe
markvanduijnwijnen.nl,Safe
qy01.cn,Safe
agricoladearriba.es,Safe
chrisglass.com,Safe
mirapodo.de,Safe
reignmag.com,Safe
nicoll.fr,Safe
geo-spr.ru,Safe
drishtischool.com,Safe
conso.ro,Safe
vikinganswerlady.com,Safe
stenirnom.tk/?number=0800-060-8933,Phishing
lagreppia.se,Safe
pourtoi.biz,Safe
zukunft-personal.com,Safe
bennassar.co,Safe
n-c-h.com,Safe
ukbankaccounts.co.uk,Safe
spitenet.com,Safe
lagardedenuit.com,Safe
http://thebookreportnetwork.cmail20.com/t/d-l-ujhyltl-peoltkk-qu/,Unsafe click
alexander-heumann.de,Safe
mclifephoenix.com,Safe
zdawok.com/cgibin/dss/,Phishing
todofilmebh.blogspot.com/2011/08/se-enlouquecer-nao-se-apaixone-dual.html,Phishing
caravan-wendt.de,Safe
justspices.de,Safe
zyjnjd.com,Safe
kopalniapiaskowca.pl,Safe
kslottery.com,Safe
inter-mountain-media.com,Safe
arasyem.com.tr,Safe
agenbola.space,Safe
fjsdxy.com,Safe
panamericana.pe,Safe
dynamicsport.pt,Safe
nissan-newsroom.com,Safe
argosy.edu,Safe
taofeminino.com.br,Safe
yorkridgefinance.com,Safe
koolitused.eu,Safe
wnins.com,Safe
chopo.com.mx,Safe
freepornhub.us,Safe
prayoshainternational.com,Safe
tourlineexpress.com,Safe
https://www.youtube.com/watch?v=ZEMCeymW1Ow,Safe
publications.eu.int,Safe
sn-u.com,Safe
rdln.com,Safe
nationaljusticemuseum.org.uk,Safe
parasitipedia.net,Safe
mezokosmetika.ru,Safe
upcruising.com,Safe
discusmedia.com,Safe
bestslinltac11.site/?a=0002&source=117850_58490474_,Phishing
wenrenboss.com,Safe
mightycovers.com,Safe
traffic99.info,Safe
wingate.edu,Safe
safmc.net,Safe
danilomasci.it,Safe
sterrenberg-fewo.de,Safe
azithromycin.systems,Safe
pharmaitfiera.it,Safe
stromectol247.live,Safe
cranemountainguide.com,Safe
miracleanse.net,Safe
hixmagazine.com,Safe
josescantina.net,Safe
sarreid.com,Safe
meshhostlivingtec.site/?a=0002&source=102029_1827690988_,Phishing
daykino.tv,Safe
gesoft.com,Safe
washtaxandfinancials.com,Safe
amusement-center.com,Safe
vsil.org,Safe
homescreen.me,Safe
jlq.com.cn,Safe
markaz-kala.ir,Safe
santana.com,Safe
klear.com,Safe
http://www.bsf-fx.com/wp-web/cn/chines,Malicious
world66.com,Safe
